#chan	code	gain	offset	innse	comment
   0	1100	0.0	0.0	   0	low gain
   1	4100	1.7	1.7	13403	low gain
   2	4100	1.3	1.3	18867	low gain
   3	1000	77.3	77.3	 418	unbonded
   4	4100	1.5	1.5	15530	low gain
   5	4100	1.2	1.2	25167	low gain
   6	4104	1.5	1.5	14426	low gain
   7	4100	1.4	1.4	17726	low gain
   8	4100	1.3	1.3	16991	low gain
   9	4100	1.1	1.1	22171	low gain
  10	4100	2.0	2.0	12078	low gain
  11	1000	74.5	74.5	 404	unbonded
  12	4100	1.1	1.1	20700	low gain
  13	4100	1.1	1.1	19431	low gain
  14	4100	1.1	1.1	21655	low gain
  15	4100	1.8	1.8	13525	low gain
  16	4100	1.6	1.6	15419	low gain
  17	4100	1.4	1.4	17336	low gain
  18	4100	0.8	0.8	31177	low gain
  19	1000	74.6	74.6	 425	unbonded
  20	4100	1.3	1.3	17082	low gain
  21	4100	1.2	1.2	19332	low gain
  22	4100	1.6	1.6	14685	low gain
  23	4100	1.2	1.2	19229	low gain
  24	4100	1.3	1.3	17881	low gain
  25	4100	1.3	1.3	18057	low gain
  26	4100	1.4	1.4	17065	low gain
  27	1000	74.6	74.6	 420	unbonded
  28	4100	1.7	1.7	12401	low gain
  29	4100	1.3	1.3	17849	low gain
  30	4100	0.9	0.9	28572	low gain
  31	4100	1.3	1.3	17276	low gain
  32	4100	1.2	1.2	20719	low gain
  33	4100	1.2	1.2	19267	low gain
  34	4100	1.2	1.2	18654	low gain
  35	1000	74.5	74.5	 429	unbonded
  36	4100	1.2	1.2	19222	low gain
  37	4100	1.1	1.1	21437	low gain
  38	4100	1.3	1.3	18206	low gain
  39	4100	1.7	1.7	13431	low gain
  40	4100	1.8	1.8	13332	low gain
  41	4100	1.1	1.1	21002	low gain
  42	4100	1.6	1.6	15611	low gain
  43	1000	75.1	75.1	 415	unbonded
  44	4100	1.4	1.4	16308	low gain
  45	4100	1.4	1.4	17396	low gain
  46	4100	0.7	0.7	33046	low gain
  47	4100	1.5	1.5	15223	low gain
  48	4100	1.2	1.2	19435	low gain
  49	4100	1.6	1.6	15171	low gain
  50	4100	1.6	1.6	15313	low gain
  51	1000	75.8	75.8	 413	unbonded
  52	4100	1.5	1.5	14827	low gain
  53	4100	1.1	1.1	20758	low gain
  54	4100	1.4	1.4	17107	low gain
  55	4100	1.2	1.2	20472	low gain
  56	4100	1.2	1.2	21116	low gain
  57	4100	1.3	1.3	19547	low gain
  58	4100	1.3	1.3	17401	low gain
  59	1000	77.2	77.2	 379	unbonded
  60	4100	1.5	1.5	15709	low gain
  61	4100	0.9	0.9	28443	low gain
  62	4100	1.6	1.6	14421	low gain
  63	4100	1.4	1.4	16872	low gain
  64	4100	1.6	1.6	14060	low gain
  65	4100	1.4	1.4	16729	low gain
  66	4100	1.8	1.8	14084	low gain
  67	1000	74.0	74.0	 407	unbonded
  68	4100	1.6	1.6	14305	low gain
  69	4100	0.9	0.9	25920	low gain
  70	4100	1.1	1.1	20974	low gain
  71	4100	1.1	1.1	20815	low gain
  72	4100	1.5	1.5	15762	low gain
  73	4104	0.9	0.9	25580	low gain
  74	4100	1.0	1.0	22946	low gain
  75	1000	76.4	76.4	 409	unbonded
  76	4100	1.9	1.9	11663	low gain
  77	4100	1.0	1.0	24022	low gain
  78	4100	1.1	1.1	22141	low gain
  79	4100	1.1	1.1	20718	low gain
  80	4100	1.0	1.0	22657	low gain
  81	4100	1.5	1.5	17887	low gain
  82	4100	1.6	1.6	13882	low gain
  83	1000	76.2	76.2	 439	unbonded
  84	4100	1.4	1.4	17241	low gain
  85	4100	1.3	1.3	18644	low gain
  86	4100	1.2	1.2	20747	low gain
  87	4100	1.5	1.5	16159	low gain
  88	4100	1.3	1.3	18236	low gain
  89	4100	1.4	1.4	17168	low gain
  90	4100	1.7	1.7	14860	low gain
  91	1000	76.2	76.2	 396	unbonded
  92	4100	1.6	1.6	14553	low gain
  93	4100	1.4	1.4	16145	low gain
  94	4100	1.3	1.3	17899	low gain
  95	4100	1.1	1.1	23153	low gain
  96	4100	1.2	1.2	18756	low gain
  97	4100	1.1	1.1	20743	low gain
  98	4100	1.4	1.4	15114	low gain
  99	1000	76.0	76.0	 421	unbonded
 100	4100	1.6	1.6	14324	low gain
 101	4100	1.0	1.0	24675	low gain
 102	4100	1.5	1.5	15958	low gain
 103	4100	1.3	1.3	17972	low gain
 104	4100	1.3	1.3	16356	low gain
 105	4100	1.4	1.4	17586	low gain
 106	4100	1.3	1.3	18669	low gain
 107	1000	74.6	74.6	 407	unbonded
 108	4100	1.4	1.4	15848	low gain
 109	4100	1.1	1.1	20355	low gain
 110	4100	0.9	0.9	27269	low gain
 111	4100	1.2	1.2	20819	low gain
 112	4100	1.6	1.6	14182	low gain
 113	4100	1.2	1.2	19686	low gain
 114	4100	1.3	1.3	19452	low gain
 115	1000	73.7	73.7	 422	unbonded
 116	4100	1.1	1.1	21008	low gain
 117	4100	1.3	1.3	16053	low gain
 118	4100	1.3	1.3	17468	low gain
 119	4100	1.2	1.2	19844	low gain
 120	4100	0.9	0.9	26019	low gain
 121	4100	1.5	1.5	16651	low gain
 122	4100	1.2	1.2	19242	low gain
 123	4000	70.4	70.4	 713	high noise
 124	4100	1.8	1.8	12256	low gain
