#chan	code	gain	offset	innse	comment
   0	1100	0.0	0.0	   0	low gain
   1	4100	1.4	1.4	15475	low gain
   2	4100	0.8	0.8	27899	low gain
   3	4100	1.1	1.1	22332	low gain
   4	4100	1.6	1.6	15025	low gain
   5	1000	79.7	79.7	 513	unbonded
   6	4104	1.5	1.5	15362	low gain
   7	4100	1.7	1.7	13827	low gain
   8	4100	1.4	1.4	16288	low gain
   9	4100	1.5	1.5	16936	low gain
  10	4100	0.9	0.9	28203	low gain
  11	4100	1.1	1.1	21205	low gain
  12	4100	1.5	1.5	15363	low gain
  13	1000	76.8	76.8	 407	unbonded
  14	4100	1.7	1.7	15429	low gain
  15	4100	1.1	1.1	20966	low gain
  16	4100	1.2	1.2	18001	low gain
  17	4100	0.9	0.9	26595	low gain
  18	4100	1.6	1.6	13823	low gain
  19	4100	1.4	1.4	17058	low gain
  20	4100	1.2	1.2	19105	low gain
  21	1000	76.9	76.9	 392	unbonded
  22	4100	1.2	1.2	19161	low gain
  23	4100	1.2	1.2	19482	low gain
  24	4100	1.6	1.6	14931	low gain
  25	4100	1.4	1.4	16651	low gain
  26	4100	0.8	0.8	30290	low gain
  27	4100	1.4	1.4	15385	low gain
  28	4100	1.6	1.6	14112	low gain
  29	1000	76.1	76.1	 388	unbonded
  30	4100	1.8	1.8	13154	low gain
  31	4100	1.1	1.1	21447	low gain
  32	4100	1.4	1.4	16739	low gain
  33	4100	1.3	1.3	17358	low gain
  34	4100	1.1	1.1	20025	low gain
  35	4100	1.2	1.2	20343	low gain
  36	4100	1.5	1.5	15183	low gain
  37	1000	76.2	76.2	 398	unbonded
  38	4100	1.6	1.6	13626	low gain
  39	4100	1.3	1.3	17006	low gain
  40	4100	1.5	1.5	16479	low gain
  41	4100	1.4	1.4	16875	low gain
  42	4100	0.8	0.8	27573	low gain
  43	4100	1.1	1.1	21501	low gain
  44	4100	0.7	0.7	31969	low gain
  45	1000	77.8	77.8	 379	unbonded
  46	4100	1.8	1.8	12768	low gain
  47	4100	1.2	1.2	18922	low gain
  48	4100	1.1	1.1	22314	low gain
  49	4100	1.4	1.4	18212	low gain
  50	4100	1.1	1.1	23675	low gain
  51	4100	1.4	1.4	16703	low gain
  52	4100	1.0	1.0	22550	low gain
  53	1000	76.3	76.3	 412	unbonded
  54	4100	1.5	1.5	14343	low gain
  55	4100	1.2	1.2	19596	low gain
  56	4100	1.0	1.0	25287	low gain
  57	4100	1.3	1.3	18555	low gain
  58	4100	1.3	1.3	17838	low gain
  59	4100	1.3	1.3	18375	low gain
  60	4100	1.2	1.2	18391	low gain
  61	1000	76.5	76.5	 383	unbonded
  62	4100	1.3	1.3	16308	low gain
  63	4100	1.1	1.1	21903	low gain
  64	4100	1.2	1.2	20024	low gain
  65	4100	1.9	1.9	12928	low gain
  66	4100	1.5	1.5	16980	low gain
  67	4100	0.9	0.9	26265	low gain
  68	4100	1.0	1.0	24846	low gain
  69	1000	79.1	79.1	 403	unbonded
  70	4100	1.1	1.1	22100	low gain
  71	4100	1.4	1.4	16419	low gain
  72	4100	1.5	1.5	15103	low gain
  73	4104	0.9	0.9	26626	low gain
  74	4100	1.4	1.4	17388	low gain
  75	4100	1.4	1.4	17814	low gain
  76	4100	0.9	0.9	24427	low gain
  77	1000	77.9	77.9	 383	unbonded
  78	4100	1.2	1.2	21256	low gain
  79	4100	1.2	1.2	20340	low gain
  80	4100	0.9	0.9	25654	low gain
  81	4100	1.0	1.0	25767	low gain
  82	4100	0.9	0.9	24430	low gain
  83	4100	1.4	1.4	19662	low gain
  84	4100	0.8	0.8	28794	low gain
