#chan	code	gain	offset	innse	comment
   0	1100	0.0	0.0	   0	low gain
   1	4100	1.0	1.0	24430	low gain
   2	4100	1.1	1.1	19521	low gain
   3	1000	80.2	80.2	 395	unbonded
   4	4100	1.3	1.3	19605	low gain
   5	4100	1.3	1.3	24209	low gain
   6	4104	0.9	0.9	23553	low gain
   7	4100	0.9	0.9	28226	low gain
   8	4100	1.3	1.3	17253	low gain
   9	4100	0.7	0.7	28299	low gain
  10	4100	1.0	1.0	23461	low gain
  11	1000	76.5	76.5	 388	unbonded
  12	4100	1.1	1.1	22144	low gain
  13	4100	0.8	0.8	27494	low gain
  14	4100	1.0	1.0	24353	low gain
  15	4100	0.9	0.9	26013	low gain
  16	4100	0.9	0.9	24890	low gain
  17	4100	1.0	1.0	26407	low gain
  18	4100	0.8	0.8	30310	low gain
  19	1000	76.7	76.7	 411	unbonded
  20	4100	0.9	0.9	23386	low gain
  21	4100	1.2	1.2	18797	low gain
  22	4100	0.9	0.9	26324	low gain
  23	4100	1.0	1.0	25545	low gain
  24	4100	1.1	1.1	21519	low gain
  25	4100	1.0	1.0	22387	low gain
  26	4100	1.0	1.0	24862	low gain
  27	1000	77.0	77.0	 397	unbonded
  28	4100	1.4	1.4	16675	low gain
  29	4100	0.7	0.7	32872	low gain
  30	4100	1.2	1.2	20380	low gain
  31	4100	0.6	0.6	34762	low gain
  32	4100	1.2	1.2	19791	low gain
  33	4100	1.3	1.3	16878	low gain
  34	4100	1.0	1.0	24526	low gain
  35	1000	77.9	77.9	 390	unbonded
  36	4100	1.5	1.5	15589	low gain
  37	4100	1.0	1.0	25003	low gain
  38	4100	0.8	0.8	30846	low gain
  39	4100	1.3	1.3	17521	low gain
  40	4100	1.3	1.3	17497	low gain
  41	4100	1.5	1.5	16530	low gain
  42	4100	1.4	1.4	16798	low gain
  43	1000	77.3	77.3	 395	unbonded
  44	4100	0.9	0.9	24488	low gain
  45	4100	1.5	1.5	15318	low gain
  46	4100	1.1	1.1	21248	low gain
  47	4100	1.0	1.0	23271	low gain
  48	4100	1.0	1.0	24151	low gain
  49	4100	0.7	0.7	32351	low gain
  50	4100	1.0	1.0	26930	low gain
  51	1000	78.5	78.5	 402	unbonded
  52	4100	1.5	1.5	14328	low gain
  53	4100	1.0	1.0	21092	low gain
  54	4100	1.0	1.0	21666	low gain
  55	4100	0.8	0.8	29797	low gain
  56	4100	1.2	1.2	19471	low gain
  57	4100	0.9	0.9	26651	low gain
  58	4100	1.1	1.1	20432	low gain
