#chan	code	gain	offset	innse	comment
   0	1100	0.0	0.0	   0	low gain
   1	1004	78.7	78.7	 433	unbonded
   2	1004	77.1	77.1	 392	unbonded
   3	1004	80.2	80.2	 407	unbonded
   4	1004	79.3	79.3	 392	unbonded
   5	1004	82.3	82.3	 531	unbonded
   6	1004	75.6	75.6	 397	unbonded
   7	1004	77.0	77.0	 418	unbonded
   8	1004	76.4	76.4	 404	unbonded
   9	1004	76.5	76.5	 408	unbonded
  10	1004	76.7	76.7	 385	unbonded
  11	1004	76.9	76.9	 387	unbonded
  12	1004	77.3	77.3	 410	unbonded
  13	1004	76.7	76.7	 387	unbonded
  14	1004	77.3	77.3	 392	unbonded
  15	1004	76.6	76.6	 375	unbonded
  16	1004	75.8	75.8	 406	unbonded
  17	1004	80.1	80.1	 392	unbonded
  18	1004	77.7	77.7	 380	unbonded
  19	1004	76.8	76.8	 414	unbonded
  20	1004	73.4	73.4	 390	unbonded
  21	1004	77.2	77.2	 414	unbonded
  22	1004	78.0	78.0	 386	unbonded
  23	1004	76.8	76.8	 415	unbonded
  24	1004	76.8	76.8	 391	unbonded
  25	1004	76.8	76.8	 405	unbonded
  26	1004	78.3	78.3	 400	unbonded
  27	1004	77.7	77.7	 391	unbonded
  28	1004	73.7	73.7	 427	unbonded
  29	1004	76.2	76.2	 393	unbonded
  30	1004	78.7	78.7	 412	unbonded
  31	1004	77.5	77.5	 401	unbonded
  32	1004	76.8	76.8	 397	unbonded
  33	1004	76.9	76.9	 398	unbonded
  34	1004	76.1	76.1	 400	unbonded
  35	1004	77.5	77.5	 375	unbonded
  36	1004	76.9	76.9	 381	unbonded
  37	1004	76.4	76.4	 424	unbonded
  38	1004	75.1	75.1	 396	unbonded
  39	1004	76.5	76.5	 405	unbonded
  40	1004	77.6	77.6	 418	unbonded
  41	1004	76.9	76.9	 378	unbonded
  42	1004	75.4	75.4	 396	unbonded
  43	1004	77.8	77.8	 403	unbonded
  44	1004	74.8	74.8	 396	unbonded
  45	1004	78.1	78.1	 387	unbonded
  46	1004	77.5	77.5	 413	unbonded
  47	1004	77.4	77.4	 429	unbonded
  48	1004	77.8	77.8	 411	unbonded
  49	1004	77.7	77.7	 411	unbonded
  50	1004	76.6	76.6	 396	unbonded
  51	1004	78.0	78.0	 407	unbonded
  52	1004	73.7	73.7	 380	unbonded
  53	1004	76.1	76.1	 389	unbonded
  54	1004	74.7	74.7	 402	unbonded
  55	1004	78.9	78.9	 407	unbonded
  56	1004	78.3	78.3	 420	unbonded
  57	1004	78.3	78.3	 408	unbonded
  58	1004	75.0	75.0	 429	unbonded
  59	1004	79.3	79.3	 399	unbonded
  60	1004	76.6	76.6	 400	unbonded
  61	1004	76.6	76.6	 389	unbonded
  62	1004	75.5	75.5	 408	unbonded
  63	1004	79.9	79.9	 399	unbonded
  64	1004	78.9	78.9	 392	unbonded
  65	1004	79.7	79.7	 395	unbonded
  66	1004	79.3	79.3	 398	unbonded
  67	1004	75.6	75.6	 372	unbonded
  68	1004	77.3	77.3	 408	unbonded
  69	1004	78.5	78.5	 390	unbonded
  70	1004	78.3	78.3	 388	unbonded
  71	1004	76.6	76.6	 374	unbonded
  72	1004	77.6	77.6	 401	unbonded
  73	1004	76.3	76.3	 384	unbonded
  74	1004	77.8	77.8	 404	unbonded
  75	1004	79.1	79.1	 407	unbonded
  76	1004	75.5	75.5	 390	unbonded
  77	1004	77.5	77.5	 400	unbonded
  78	1004	77.6	77.6	 386	unbonded
  79	1004	78.5	78.5	 394	unbonded
  80	1004	78.1	78.1	 390	unbonded
  81	1004	79.3	79.3	 404	unbonded
  82	1004	76.9	76.9	 397	unbonded
  83	1004	78.9	78.9	 406	unbonded
  84	1004	78.4	78.4	 412	unbonded
  85	1004	77.4	77.4	 386	unbonded
  86	1004	77.7	77.7	 383	unbonded
  87	1004	77.5	77.5	 419	unbonded
  88	1004	79.7	79.7	 405	unbonded
  89	1004	78.4	78.4	 376	unbonded
  90	1004	78.2	78.2	 360	unbonded
  91	1004	78.5	78.5	 394	unbonded
  92	1004	78.2	78.2	 400	unbonded
  93	1004	79.5	79.5	 383	unbonded
  94	1004	77.7	77.7	 395	unbonded
  95	1004	78.2	78.2	 400	unbonded
  96	1004	78.0	78.0	 398	unbonded
  97	1004	77.5	77.5	 398	unbonded
  98	1004	75.4	75.4	 382	unbonded
  99	1004	79.8	79.8	 412	unbonded
 100	1004	79.3	79.3	 388	unbonded
 101	1004	79.4	79.4	 382	unbonded
 102	1004	79.4	79.4	 397	unbonded
 103	1004	78.5	78.5	 409	unbonded
 104	1004	76.5	76.5	 386	unbonded
 105	1004	80.1	80.1	 390	unbonded
 106	1004	78.1	78.1	 380	unbonded
 107	1004	76.7	76.7	 425	unbonded
 108	1004	77.1	77.1	 364	unbonded
 109	1004	76.7	76.7	 403	unbonded
 110	1004	76.1	76.1	 393	unbonded
 111	1004	77.2	77.2	 424	unbonded
 112	1004	78.1	78.1	 402	unbonded
 113	1004	80.7	80.7	 417	unbonded
 114	1004	78.5	78.5	 394	unbonded
 115	1004	76.3	76.3	 411	unbonded
 116	1004	76.2	76.2	 417	unbonded
 117	1004	78.7	78.7	 412	unbonded
 118	1004	77.5	77.5	 394	unbonded
 119	1004	76.6	76.6	 393	unbonded
 120	1004	79.5	79.5	 387	unbonded
 121	1004	79.3	79.3	 374	unbonded
 122	1004	76.5	76.5	 364	unbonded
 123	4004	83.4	83.4	 708	high noise
 124	1004	75.6	75.6	 397	unbonded
 125	1004	79.1	79.1	 399	unbonded
 126	1004	78.7	78.7	 385	unbonded
 127	1004	79.9	79.9	 382	unbonded
 128	1100	0.0	0.0	   0	low gain
 129	1004	76.3	76.3	 387	unbonded
 130	1004	78.2	78.2	 403	unbonded
 131	1004	78.3	78.3	 400	unbonded
 132	1004	77.8	77.8	 372	unbonded
 133	1004	75.7	75.7	 386	unbonded
 134	1004	74.3	74.3	 386	unbonded
 135	1004	77.3	77.3	 423	unbonded
 136	1004	79.7	79.7	 410	unbonded
 137	1004	77.5	77.5	 418	unbonded
 138	1004	75.8	75.8	 419	unbonded
 139	1004	75.2	75.2	 397	unbonded
 140	1004	78.0	78.0	 386	unbonded
 141	1004	75.2	75.2	 407	unbonded
 142	1004	77.4	77.4	 402	unbonded
 143	1004	75.1	75.1	 371	unbonded
 144	1004	75.7	75.7	 402	unbonded
 145	1004	77.6	77.6	 384	unbonded
 146	1004	77.1	77.1	 384	unbonded
 147	1004	77.2	77.2	 372	unbonded
 148	1004	77.2	77.2	 387	unbonded
 149	1004	77.1	77.1	 399	unbonded
 150	1004	77.0	77.0	 382	unbonded
 151	1004	77.3	77.3	 390	unbonded
 152	1004	77.2	77.2	 397	unbonded
 153	1004	78.4	78.4	 405	unbonded
 154	1004	76.2	76.2	 394	unbonded
 155	1004	77.0	77.0	 402	unbonded
 156	1004	74.8	74.8	 382	unbonded
 157	1004	77.2	77.2	 430	unbonded
 158	1004	76.1	76.1	 388	unbonded
 159	1004	75.8	75.8	 403	unbonded
 160	1004	78.3	78.3	 400	unbonded
 161	1004	74.7	74.7	 402	unbonded
 162	1004	75.9	75.9	 408	unbonded
 163	1004	77.6	77.6	 400	unbonded
 164	1004	75.6	75.6	 400	unbonded
 165	1004	74.4	74.4	 347	unbonded
 166	1004	76.9	76.9	 401	unbonded
 167	1004	77.3	77.3	 409	unbonded
 168	1004	76.7	76.7	 370	unbonded
 169	1004	75.2	75.2	 398	unbonded
 170	1004	77.4	77.4	 416	unbonded
 171	1004	75.6	75.6	 414	unbonded
 172	1004	77.7	77.7	 383	unbonded
 173	1004	77.4	77.4	 390	unbonded
 174	1004	76.6	76.6	 409	unbonded
 175	1004	75.9	75.9	 404	unbonded
 176	1004	76.5	76.5	 385	unbonded
 177	1004	74.1	74.1	 395	unbonded
 178	1004	76.9	76.9	 387	unbonded
 179	1004	77.8	77.8	 393	unbonded
 180	1004	77.0	77.0	 388	unbonded
 181	1004	76.6	76.6	 387	unbonded
 182	1004	79.4	79.4	 391	unbonded
 183	1004	76.3	76.3	 401	unbonded
 184	1004	78.2	78.2	 387	unbonded
 185	1004	76.8	76.8	 398	unbonded
 186	1004	77.4	77.4	 399	unbonded
 187	1004	78.5	78.5	 375	unbonded
 188	1004	76.5	76.5	 393	unbonded
 189	1004	78.9	78.9	 398	unbonded
 190	1004	77.7	77.7	 411	unbonded
 191	1004	77.1	77.1	 419	unbonded
 192	1004	80.3	80.3	 403	unbonded
 193	1004	77.4	77.4	 390	unbonded
 194	1004	77.4	77.4	 400	unbonded
 195	1004	75.3	75.3	 387	unbonded
 196	1004	74.0	74.0	 382	unbonded
 197	1004	75.5	75.5	 397	unbonded
 198	1004	77.4	77.4	 405	unbonded
 199	1004	77.8	77.8	 421	unbonded
 200	1004	76.7	76.7	 379	unbonded
 201	1004	77.9	77.9	 404	unbonded
 202	1004	76.6	76.6	 396	unbonded
 203	1004	75.8	75.8	 404	unbonded
 204	1004	78.1	78.1	 393	unbonded
 205	1004	75.1	75.1	 428	unbonded
 206	1004	77.1	77.1	 392	unbonded
 207	1004	77.2	77.2	 409	unbonded
 208	1004	76.1	76.1	 388	unbonded
 209	1004	77.2	77.2	 415	unbonded
 210	1004	78.4	78.4	 382	unbonded
 211	1004	78.2	78.2	 415	unbonded
 212	1004	78.0	78.0	 383	unbonded
 213	1004	78.2	78.2	 380	unbonded
 214	1004	76.7	76.7	 405	unbonded
 215	1004	78.8	78.8	 413	unbonded
 216	1004	76.6	76.6	 383	unbonded
 217	1004	75.1	75.1	 367	unbonded
 218	1004	77.5	77.5	 409	unbonded
 219	1004	76.8	76.8	 367	unbonded
 220	1004	75.9	75.9	 380	unbonded
 221	1004	75.8	75.8	 396	unbonded
 222	1004	75.4	75.4	 413	unbonded
 223	1004	80.5	80.5	 404	unbonded
 224	1004	78.9	78.9	 369	unbonded
 225	1004	77.9	77.9	 398	unbonded
 226	1004	76.1	76.1	 382	unbonded
 227	1004	75.1	75.1	 411	unbonded
 228	1004	76.5	76.5	 404	unbonded
 229	1004	77.7	77.7	 411	unbonded
 230	1004	76.8	76.8	 391	unbonded
 231	1004	75.8	75.8	 391	unbonded
 232	1004	77.7	77.7	 408	unbonded
 233	1004	77.5	77.5	 402	unbonded
 234	1004	74.8	74.8	 424	unbonded
 235	1004	78.3	78.3	 376	unbonded
 236	1004	77.3	77.3	 401	unbonded
 237	1004	75.1	75.1	 384	unbonded
 238	1004	76.7	76.7	 382	unbonded
 239	1004	77.0	77.0	 425	unbonded
 240	1004	77.5	77.5	 387	unbonded
 241	1004	77.3	77.3	 387	unbonded
 242	1004	78.9	78.9	 397	unbonded
 243	1004	78.4	78.4	 391	unbonded
 244	1004	76.2	76.2	 368	unbonded
 245	1004	78.9	78.9	 387	unbonded
 246	1004	77.5	77.5	 412	unbonded
 247	1004	79.5	79.5	 403	unbonded
 248	1004	77.9	77.9	 408	unbonded
 249	1004	78.7	78.7	 415	unbonded
 250	1004	78.5	78.5	 376	unbonded
 251	1004	78.1	78.1	 402	unbonded
 252	1004	77.7	77.7	 398	unbonded
 253	1004	78.3	78.3	 394	unbonded
 254	1004	75.9	75.9	 387	unbonded
 255	1004	79.4	79.4	 392	unbonded
