#chan	code	gain	offset	innse	comment
   0	1100	0.0	0.0	   0	low gain
   1	4100	0.4	0.4	61856	low gain
   2	1100	-0.0	-0.0	   0	low gain
   3	1000	80.5	80.5	 390	unbonded
   4	4100	0.5	0.5	49045	low gain
   5	4100	0.3	0.3	92370	low gain
   6	4104	0.6	0.6	38243	low gain
   7	4100	0.3	0.3	82225	low gain
   8	4100	0.3	0.3	78896	low gain
   9	4100	0.4	0.4	56151	low gain
  10	4100	0.5	0.5	48093	low gain
  11	1000	76.9	76.9	 379	unbonded
  12	4100	0.5	0.5	50949	low gain
  13	4100	0.2	0.2	100065	low gain
  14	4100	0.2	0.2	111474	low gain
  15	4100	0.6	0.6	39257	low gain
  16	4100	0.4	0.4	56658	low gain
  17	4100	0.1	0.1	168554	low gain
  18	4100	0.7	0.7	29780	low gain
  19	1000	77.4	77.4	 404	unbonded
  20	4100	1.0	1.0	22719	low gain
  21	4100	0.4	0.4	53330	low gain
  22	4100	0.7	0.7	31588	low gain
  23	4100	0.5	0.5	41929	low gain
  24	4100	0.5	0.5	45865	low gain
  25	1100	-0.3	-0.3	   0	low gain
  26	4100	0.6	0.6	37574	low gain
  27	1000	77.2	77.2	 401	unbonded
  28	4100	0.6	0.6	33708	low gain
  29	4100	0.4	0.4	60651	low gain
  30	4100	0.5	0.5	43275	low gain
  31	4100	0.7	0.7	33433	low gain
  32	4100	0.7	0.7	38778	low gain
  33	1100	-0.0	-0.0	   0	low gain
  34	4100	0.3	0.3	91820	low gain
  35	1000	77.5	77.5	 374	unbonded
  36	4100	0.9	0.9	26655	low gain
  37	4100	0.6	0.6	34955	low gain
  38	4100	0.7	0.7	31154	low gain
  39	4100	0.5	0.5	47836	low gain
  40	4100	0.5	0.5	43855	low gain
  41	4100	0.3	0.3	92252	low gain
  42	4100	0.4	0.4	62121	low gain
  43	1000	77.9	77.9	 422	unbonded
  44	4100	0.7	0.7	33199	low gain
  45	4100	0.4	0.4	51124	low gain
  46	4100	0.7	0.7	34473	low gain
  47	4100	0.4	0.4	61806	low gain
  48	4100	0.3	0.3	81629	low gain
  49	4100	0.3	0.3	70361	low gain
  50	4100	0.3	0.3	98683	low gain
  51	1000	78.2	78.2	 379	unbonded
  52	4100	0.7	0.7	30884	low gain
  53	4100	0.1	0.1	306148	low gain
  54	4100	0.6	0.6	38679	low gain
  55	4100	0.8	0.8	28983	low gain
  56	1100	-0.1	-0.1	   0	low gain
  57	4100	0.0	0.0	2472004	low gain
  58	4100	0.4	0.4	62761	low gain
  59	1000	79.6	79.6	 402	unbonded
  60	4100	0.9	0.9	26883	low gain
  61	4100	0.5	0.5	49126	low gain
  62	4100	0.4	0.4	63380	low gain
  63	4100	0.4	0.4	56611	low gain
  64	4100	0.3	0.3	77102	low gain
  65	4100	0.7	0.7	34258	low gain
  66	4100	0.1	0.1	396707	low gain
  67	1000	75.5	75.5	 363	unbonded
  68	4100	0.7	0.7	35285	low gain
  69	4100	0.5	0.5	47755	low gain
  70	4100	0.6	0.6	38827	low gain
  71	4100	1.0	1.0	23907	low gain
  72	4100	0.5	0.5	38909	low gain
  73	4104	0.1	0.1	194561	low gain
  74	4100	0.4	0.4	58841	low gain
  75	1000	79.0	79.0	 399	unbonded
  76	4100	1.1	1.1	19988	low gain
  77	4100	0.9	0.9	23115	low gain
  78	4100	0.5	0.5	42969	low gain
  79	4100	0.3	0.3	95318	low gain
  80	4100	0.5	0.5	45422	low gain
  81	4100	0.8	0.8	31197	low gain
  82	4100	0.5	0.5	49277	low gain
  83	1000	79.2	79.2	 392	unbonded
  84	4100	0.9	0.9	25554	low gain
  85	4100	0.2	0.2	116506	low gain
  86	4100	0.5	0.5	46035	low gain
  87	4100	0.4	0.4	58566	low gain
  88	4100	0.8	0.8	30109	low gain
  89	4100	0.7	0.7	35277	low gain
  90	4100	0.4	0.4	50891	low gain
  91	1000	78.3	78.3	 374	unbonded
  92	4100	0.8	0.8	27063	low gain
  93	4100	0.3	0.3	74693	low gain
  94	4100	0.3	0.3	76093	low gain
  95	4100	0.5	0.5	45512	low gain
  96	4100	0.3	0.3	65219	low gain
  97	4100	0.6	0.6	40053	low gain
  98	4100	0.6	0.6	38356	low gain
  99	1000	79.4	79.4	 389	unbonded
 100	4100	0.6	0.6	41528	low gain
 101	4100	0.3	0.3	93351	low gain
 102	4100	0.7	0.7	33020	low gain
 103	4100	0.4	0.4	53142	low gain
 104	4100	0.8	0.8	27782	low gain
 105	4100	0.6	0.6	43139	low gain
 106	4100	0.5	0.5	45625	low gain
 107	1000	77.5	77.5	 398	unbonded
 108	4100	0.9	0.9	24423	low gain
 109	4100	1.0	1.0	23476	low gain
 110	4100	0.3	0.3	89615	low gain
 111	4100	0.3	0.3	71818	low gain
 112	4100	0.4	0.4	56960	low gain
 113	4100	0.6	0.6	36595	low gain
 114	4100	0.8	0.8	27905	low gain
 115	1000	76.9	76.9	 376	unbonded
