#chan	code	gain	offset	innse	comment
   0	1100	0.0	0.0	   0	low gain
   1	4100	1.0	1.0	23417	low gain
   2	4100	1.3	1.3	18632	low gain
   3	1000	65.9	65.9	 471	unbonded
   4	4100	1.1	1.1	20631	low gain
   5	4100	0.8	0.8	37516	low gain
   6	4104	0.6	0.6	34861	low gain
   7	4100	0.9	0.9	27090	low gain
   8	4100	0.7	0.7	36069	low gain
   9	4100	1.1	1.1	20110	low gain
  10	4100	0.7	0.7	31366	low gain
  11	1000	61.9	61.9	 511	unbonded
  12	4100	1.1	1.1	21622	low gain
  13	4100	0.8	0.8	29905	low gain
  14	4100	0.8	0.8	27797	low gain
  15	4100	0.8	0.8	27903	low gain
  16	4100	0.9	0.9	24347	low gain
  17	4100	0.9	0.9	27866	low gain
  18	4100	0.6	0.6	36141	low gain
  19	1000	63.1	63.1	 470	unbonded
  20	4100	0.8	0.8	27252	low gain
  21	4100	0.8	0.8	27751	low gain
  22	4100	0.8	0.8	28957	low gain
  23	4100	1.1	1.1	22059	low gain
  24	4100	0.8	0.8	28891	low gain
  25	4100	0.9	0.9	27474	low gain
  26	4100	0.7	0.7	32923	low gain
  27	1000	63.8	63.8	 471	unbonded
  28	4100	1.0	1.0	20996	low gain
  29	4100	0.9	0.9	25532	low gain
  30	4100	1.0	1.0	23994	low gain
  31	4100	0.9	0.9	25708	low gain
  32	4100	0.8	0.8	29702	low gain
  33	4100	1.1	1.1	21969	low gain
  34	4100	1.0	1.0	22846	low gain
  35	1000	64.1	64.1	 461	unbonded
  36	4100	1.4	1.4	17761	low gain
  37	4100	1.0	1.0	23282	low gain
  38	4100	0.6	0.6	34368	low gain
  39	4100	0.6	0.6	36871	low gain
  40	4100	0.5	0.5	43482	low gain
  41	4100	0.8	0.8	31765	low gain
  42	4100	0.4	0.4	49945	low gain
  43	1000	63.3	63.3	 458	unbonded
  44	4100	1.0	1.0	22869	low gain
  45	4100	1.0	1.0	23054	low gain
  46	4100	0.9	0.9	26791	low gain
  47	4100	1.1	1.1	21434	low gain
  48	4100	0.5	0.5	41896	low gain
  49	4100	0.6	0.6	39609	low gain
  50	4100	1.0	1.0	25405	low gain
  51	1000	64.4	64.4	 474	unbonded
  52	4100	0.9	0.9	24893	low gain
  53	4100	0.7	0.7	30984	low gain
  54	4100	0.8	0.8	25947	low gain
  55	4100	0.9	0.9	26799	low gain
  56	4100	1.0	1.0	23462	low gain
  57	4100	1.0	1.0	24211	low gain
  58	4100	0.9	0.9	25779	low gain
  59	1000	65.5	65.5	 487	unbonded
  60	4100	1.0	1.0	23726	low gain
  61	4100	0.5	0.5	43725	low gain
  62	4100	1.0	1.0	21579	low gain
  63	4100	0.8	0.8	30344	low gain
  64	4100	0.7	0.7	37700	low gain
  65	4100	1.0	1.0	27171	low gain
  66	4100	0.9	0.9	25607	low gain
  67	1000	61.2	61.2	 465	unbonded
  68	4100	1.4	1.4	16685	low gain
  69	4100	1.0	1.0	23748	low gain
  70	4100	0.6	0.6	41564	low gain
  71	4100	0.6	0.6	40641	low gain
  72	4100	0.6	0.6	41340	low gain
  73	4104	0.6	0.6	36516	low gain
  74	4100	0.5	0.5	53403	low gain
  75	1000	65.0	65.0	 477	unbonded
  76	4100	0.8	0.8	28084	low gain
  77	4100	0.7	0.7	34542	low gain
  78	4100	0.8	0.8	29583	low gain
  79	4100	0.8	0.8	32166	low gain
  80	4100	0.6	0.6	40455	low gain
  81	4100	0.8	0.8	30514	low gain
  82	4100	0.8	0.8	30969	low gain
  83	1000	65.6	65.6	 460	unbonded
  84	4100	1.0	1.0	24766	low gain
  85	4100	0.7	0.7	34249	low gain
  86	4100	0.7	0.7	32158	low gain
  87	4100	0.7	0.7	30677	low gain
  88	4100	0.5	0.5	46623	low gain
  89	4100	0.7	0.7	35916	low gain
  90	4100	0.9	0.9	25479	low gain
  91	1000	63.8	63.8	 465	unbonded
  92	4100	1.1	1.1	22121	low gain
  93	4100	1.1	1.1	22937	low gain
  94	4100	0.3	0.3	92467	low gain
  95	4100	0.7	0.7	33325	low gain
  96	4100	1.1	1.1	22161	low gain
