#chan	code	gain	offset	innse	comment
   0	1100	0.0	0.0	   0	low gain
   1	4100	1.1	1.1	20225	low gain
   2	4100	1.5	1.5	16020	low gain
   3	4100	1.5	1.5	17127	low gain
   4	4100	1.5	1.5	15446	low gain
   5	4000	65.7	65.7	 607	high noise
   6	4104	1.6	1.6	14001	low gain
   7	4100	1.2	1.2	20364	low gain
   8	4100	1.3	1.3	18174	low gain
   9	4100	1.5	1.5	16534	low gain
  10	4100	0.9	0.9	27772	low gain
  11	4100	1.3	1.3	17285	low gain
  12	4100	1.2	1.2	19092	low gain
  13	1000	61.0	61.0	 475	unbonded
  14	4100	1.9	1.9	12625	low gain
  15	4100	1.2	1.2	22179	low gain
  16	4100	0.8	0.8	28569	low gain
  17	4100	1.2	1.2	19044	low gain
  18	4100	1.4	1.4	16821	low gain
  19	4100	1.3	1.3	19053	low gain
  20	4100	0.9	0.9	24719	low gain
  21	1000	59.9	59.9	 508	unbonded
  22	4100	1.2	1.2	19023	low gain
  23	4100	1.0	1.0	21586	low gain
  24	4100	1.2	1.2	19339	low gain
  25	4100	1.2	1.2	20247	low gain
  26	4100	1.4	1.4	18135	low gain
  27	4100	1.3	1.3	19243	low gain
  28	4100	0.9	0.9	24737	low gain
  29	1000	60.8	60.8	 478	unbonded
  30	4100	1.3	1.3	18436	low gain
  31	4100	0.9	0.9	24708	low gain
  32	4100	1.3	1.3	19191	low gain
  33	4100	1.3	1.3	17222	low gain
  34	4100	1.2	1.2	18811	low gain
  35	4100	0.8	0.8	31814	low gain
  36	4100	0.8	0.8	28401	low gain
  37	1000	59.1	59.1	 495	unbonded
  38	4100	1.0	1.0	22522	low gain
  39	4100	0.8	0.8	29347	low gain
  40	4100	0.7	0.7	30733	low gain
  41	4100	1.2	1.2	20292	low gain
  42	4100	1.3	1.3	18742	low gain
  43	4100	1.5	1.5	15780	low gain
  44	4100	0.7	0.7	28991	low gain
  45	1000	61.7	61.7	 468	unbonded
  46	4100	1.8	1.8	12107	low gain
  47	4100	1.2	1.2	19977	low gain
  48	4100	1.1	1.1	19097	low gain
  49	4100	1.4	1.4	19063	low gain
  50	4100	1.4	1.4	17651	low gain
  51	4100	1.0	1.0	21992	low gain
  52	4100	0.6	0.6	32412	low gain
  53	1000	60.2	60.2	 490	unbonded
  54	4100	1.2	1.2	18000	low gain
  55	4100	1.0	1.0	23160	low gain
  56	4100	1.0	1.0	23819	low gain
  57	4100	1.4	1.4	16484	low gain
  58	4100	0.8	0.8	30262	low gain
  59	4100	1.5	1.5	16770	low gain
  60	4100	1.1	1.1	21592	low gain
  61	1000	60.4	60.4	 493	unbonded
  62	4100	1.9	1.9	12066	low gain
  63	4100	1.4	1.4	18176	low gain
  64	4100	1.3	1.3	18585	low gain
  65	4100	1.6	1.6	15654	low gain
  66	4100	1.3	1.3	17518	low gain
  67	4100	0.9	0.9	25974	low gain
  68	4100	1.2	1.2	19139	low gain
  69	1000	61.4	61.4	 490	unbonded
  70	4100	1.6	1.6	14005	low gain
  71	4100	1.2	1.2	20121	low gain
  72	4100	1.1	1.1	21119	low gain
  73	4104	0.6	0.6	35911	low gain
  74	4100	1.2	1.2	20242	low gain
  75	4100	1.2	1.2	20434	low gain
  76	4100	1.1	1.1	19834	low gain
  77	1000	61.4	61.4	 498	unbonded
  78	4100	1.4	1.4	17698	low gain
  79	4100	1.1	1.1	23464	low gain
  80	4100	1.5	1.5	16836	low gain
  81	4100	1.2	1.2	20066	low gain
  82	4100	1.1	1.1	21767	low gain
  83	4100	1.4	1.4	18195	low gain
  84	4100	0.8	0.8	30653	low gain
  85	1000	60.6	60.6	 467	unbonded
  86	4100	1.1	1.1	20095	low gain
  87	4100	1.3	1.3	18508	low gain
  88	4100	1.3	1.3	20340	low gain
  89	4100	1.0	1.0	22898	low gain
  90	4100	0.9	0.9	27052	low gain
  91	4100	1.3	1.3	17930	low gain
  92	4100	1.3	1.3	17174	low gain
  93	1000	61.4	61.4	 483	unbonded
  94	4100	1.7	1.7	14199	low gain
  95	4100	0.8	0.8	25991	low gain
  96	4100	0.7	0.7	33279	low gain
  97	4100	1.1	1.1	22518	low gain
  98	4100	1.0	1.0	22497	low gain
  99	4100	0.9	0.9	26467	low gain
 100	4100	1.0	1.0	24409	low gain
 101	1000	62.8	62.8	 462	unbonded
